UYEISYERI_ID_MASK,revenue_tslope,visit_tslope,revpervisit_tslope
27558393,-506.4851429,2.742857143,-8.558990135
27559355,47.93828571,3.285714286,-0.718172148
27560993,-124.1351429,-1.257142857,-3.18024899
27561024,36.52857143,-1.628571429,8.338842404
27561061,-84.40971429,-1.457142857,-0.14715907
27562066,893.3748571,0.457142857,72.51699254
27562421,214.8628571,3,0.713584638
27562422,-152.5734286,-1.885714286,-1.277646585
27563069,-91.78657143,0.628571429,-24.67826417
27564848,46.486,1.857142857,1.965187229
27565953,413.8322857,1.4,18.22728386
27566122,186.6477143,0.542857143,1.126504815
27571607,30.35714286,1.628571429,-0.108969042
27572003,-377.0045714,-2.742857143,6.534695874
27572009,-266.9034286,0.971428571,-3.641223816
27572462,1216.100286,1.257142857,55.06101722
27574273,7531.574,9.314285714,-28.16246177
27574725,16.1,-0.371428571,4.279383117
27578077,20.09257143,1,-0.213954545
27578079,38.36457143,0.542857143,1.25085103
27580331,-5,-0.857142857,1.486785714
27582953,72.37714286,-0.114285714,10.81408534
27583048,10591.13257,56.65714286,-4.230268132
27584170,110.956,-0.714285714,2.363903963
27584171,314.21,1.971428571,2.905018225
27586172,-343.208,-0.228571429,22.31925881
27587792,114.41,-1.4,5.935996084
27589796,170.6451429,3.657142857,2.791601704
27590514,252.6991429,3.485714286,1.456343488
27592471,470.8042857,2.6,-127.5986263
27592472,-1743.893429,-2.885714286,-4.199266419
27595405,237.0794286,4.457142857,0.747360846
27595567,-365.9928571,-2.057142857,-2.219081338
27595931,258.7857143,2.371428571,24.92402597
27596618,22.56942857,1.342857143,0.577851582
27598973,-1633.41,0.457142857,-11.27639374
27599964,46.81142857,1.685714286,-1.438828108
27601753,3939.690857,68.8,0.07036294
27603518,783.2322857,0.8,60.61511905
27603520,36.47657143,2.742857143,-21.84548333
27605356,5418.114286,53.71428571,2.068103601
27610626,9.391714286,0.485714286,-0.24317542
27613011,-6.182285714,0.657142857,-1.252423584
27613012,-276.3354286,-3.514285714,2.66578818
27615047,-576.9102857,-4.342857143,0.501935449
27615793,-252.3322857,-4.285714286,4.124119179
27615794,1491.332,-1.657142857,9.231501711
27615796,1468.137714,-10.91428571,12.08391509
27615800,1411.437714,1.714285714,10.80610737
27615802,1463.658571,0.971428571,12.61482922
27615804,2029.882286,3.8,15.09394081
27615931,-75.46828571,-1.257142857,13.67482605
27619013,-2001.618857,-6.142857143,7.89196104
27619690,161.7577143,1.828571429,-1.933988065
27620345,-31.43342857,-0.714285714,-0.59047619
27622457,10.152,0.428571429,-0.455389507
27622805,-296.0351429,-5.314285714,-0.334908452
27623697,10.95971429,-1.771428571,4.026241685
27623850,55.76,3.542857143,-1.930529437
27623883,8.036285714,-0.428571429,2.150007992
27624506,41.74285714,1.228571429,1.045413961
27625611,520.3142857,2.342857143,15.70545288
27628262,-48.46,-0.857142857,-2.351829004
27629364,103.9065714,2.542857143,-4.258638829
27629747,4961.879429,33.37142857,3.492461837
27629749,1053.558857,2.857142857,3.875285441
27630211,94.83457143,-0.285714286,21.74204128
27630455,-2430.929714,-2.885714286,-39.91525684
27632179,-183.1885714,-2.4,1.962021383
27633494,-112.59,1.171428571,-2.497928628
27634044,24.01342857,2.8,-3.439055822
27634538,482.22,2.2,2.502973577
27634834,119.8442857,-0.714285714,27.95216153
27634880,94.15,-0.342857143,9.251407521
27635220,1747.249714,15.25714286,26.1754681
27636281,-53.832,-1.942857143,21.68207354
27636312,58.91885714,-0.457142857,11.1925119
27636990,36.758,4.885714286,-4.653091111
27637822,-340.332,-3.371428571,-1.633114156
27637842,11.88714286,0.028571429,1.420379819
27638066,-571.752,-2.657142857,-4.163399857
27638392,191.3397143,-0.057142857,4.377409479
27639519,22.91114286,1.828571429,-0.402139622
27641628,145.3094286,0.171428571,2.318469279
27641631,-35.26485714,0.085714286,-2.012691904
27645337,2109.326857,0.057142857,70.52721519
27646263,36.19457143,-4.628571429,29.74465084
27646721,242.0445714,0.085714286,3.732989111
27647243,-1415.692571,-7.542857143,39.7476601
27647936,106.3302857,2.514285714,0.873544432
27649743,-286.4508571,-5,3.687100114
27650325,-919.7274286,-15.88571429,-9.723905783
27650350,-126.4814286,-2.885714286,7.871019675
27650616,6.247714286,-0.114285714,2.474707178
27650617,35.77657143,1.542857143,-1.57542704
27652194,10.69914286,-1.342857143,4.518007703
27652365,1618.811143,2.314285714,7.595863732
27653324,101.4334286,0.371428571,7.139822403
27653808,-51.20628571,-2.257142857,0.601801737
27655856,-212.008,-0.2,-11.28264511
27657169,60.22457143,0.142857143,3.518535876
27657307,-18.45342857,-3.685714286,2.469778718
27657490,220.9877143,2.628571429,5.789644039
27657553,-38373.60143,-23,-23.00081855
27658550,49.41571429,1.571428571,0.496491052
27658696,166.7417143,-0.085714286,2.828255541
27660892,-6895.860857,-1.714285714,-33.13131951
27661384,-79.726,-2.285714286,-0.735541399
27661853,-216.6885714,-0.485714286,-2.657307046
27662322,-1509.714286,-3.142857143,20.5207561
27662758,1258.2,2.885714286,-143.8786729
27663158,143.7671429,0.171428571,7.106193965
27664910,18.35714286,0.457142857,0.898809524
27665015,-56.52942857,-3.657142857,15.14114926
27666410,-17228.95143,-17.34285714,-28.86101588
27667829,-898.2608571,-3.914285714,-5.358954108
27669589,-83.806,-1.514285714,-2.941306461
27671279,-26.82028571,-1.2,0.10789662
27671912,-411.6154286,-2.171428571,-5.271866738
27674316,-453.7897143,-2.342857143,-8.182794533
27674977,49.61228571,-0.028571429,1.384998306
27676228,-391.864,-4.4,0.146078374
27676719,-8.755714286,-0.885714286,0.562535431
27677152,7.011428571,-3.628571429,6.597598793
27678980,-160.3777143,-1.914285714,-3.634682918
27679204,109.8694286,0.142857143,5.488945949
27679313,112.2337143,-0.314285714,2.046563488
27680755,59.27057143,-1.4,21.72842599
27681732,657.9651429,1.971428571,6.919838088
27681956,805.364,1,51.46866837
27682666,-1003.327714,-2.028571429,-3.724154991
27683014,204.5197143,3.771428571,-0.959481362
27683761,12.01257143,0.742857143,-0.749595238
27683865,563.544,0.714285714,36.91168386
27684270,-122.8874286,-5.085714286,10.08746678
27684889,3586.147714,2.057142857,393.9102701
27685150,-126.1091429,0.285714286,-4.312333424
27685381,320.1565714,0.771428571,9.486341113
27685467,791.4388571,12.05714286,1.102952923
27685470,193.1891429,7.571428571,-2.010342383
27685480,-338.3737143,-5,0.062109983
27685492,454.5405714,4.457142857,1.440988079
27685503,-63.73057143,-1.2,-0.089712749
27685508,147.3894286,4.885714286,-2.517128245
27685514,943.3214286,22.94285714,0.413572199
27685516,55.93457143,0.771428571,2.161685453
27685522,285.7308571,3.342857143,1.092008074
27685528,114.1828571,5.828571429,-1.051887796
27685537,-48.83428571,-1.628571429,0.401379434
27685695,100.6282857,-0.457142857,9.555089363
27685697,227.0342857,-0.428571429,2.436935439
27685882,249.1142857,1.114285714,6.017905012
27686076,306.7388571,0.085714286,29.59862272
27686258,272.3094286,1.028571429,6.590300773
27686304,1184.657714,2.6,1.777110223
27686311,238.4842857,4.228571429,1.144842577
27686600,166.4537143,-0.428571429,8.341459207
27686909,48.27085714,1.828571429,0.666199745
27687662,80.76971429,-0.085714286,12.43554116
27687775,-140.6085714,1.457142857,-22.9297483
27688138,-312.2057143,-2.142857143,-1.907335057
27688726,333.188,1.828571429,4.15394833
27690038,364.7814286,1.028571429,17.53345144
27690437,13.53714286,1.485714286,-6.990185553
27690673,1153.606571,17.97142857,-2.114765048
27692198,292.9474286,4.457142857,2.007854106
27692436,1064.702857,2.685714286,-1.094970975
27692440,-48.63228571,-2.057142857,8.350937146
27692441,-131.3062857,-1.8,3.206902015
27692479,102.6197143,0.257142857,6.69772619
27692671,-60,-2.257142857,-0.079621359
27692672,-490.2857143,-17.65714286,-0.007384201
27694531,-73.48885714,-0.371428571,-0.537617313
27694686,8.146571429,1.171428571,-17.4036
27695042,169.0977143,2.314285714,3.451411079
27696939,12767.43286,2.028571429,137.6758712
27697174,-47453.75886,-22.45714286,-18.61467477
27702198,-931.8877143,-7.542857143,0.515412296
27703262,-102.8551429,0.171428571,-16.22154762
27703331,-4403.382286,-8.628571429,-7.321721798
27703338,-204.0631429,-3,0.795140546
27703348,11080.34029,35.17142857,7.22350951
27703381,85.84114286,0.457142857,1.294715374
27703492,-1294.264286,-14.71428571,-12.56567268
27703539,-1078.396571,1.228571429,-4.853642427
27703557,67.53314286,-1.685714286,3.878049712
27703599,2556.131143,9.885714286,3.604480004
27705284,146.1154286,-0.342857143,15.88659489
27707020,330.0448571,1.371428571,-7.251514286
27707124,161.7131429,1.228571429,2.990677122
27707158,-3.559714286,1.371428571,-16.15096145
27709355,509.096,2.714285714,3.745818258
27711953,231.7028571,0.285714286,20.15222449
27713103,441.632,1.4,25.21854365
27713879,591.0008571,4,0.375508828
27714799,-368.0991429,-2.942857143,10.59702256
27714800,-128.1225714,-1.828571429,33.45338095
27723228,-677.9694286,-5.942857143,1.487517859
27723424,-1282.667143,-13.45714286,3.661691647
27723632,353.1431429,1.114285714,0.361754008
27723789,-977.1882857,-9.028571429,-28.56194772
27724640,380.0851429,0.457142857,14.2075973
27724642,69.70171429,0.514285714,0.951767347
27725089,-313.074,1.028571429,-35.47260058
27726136,-43.05628571,1.914285714,-2.822355349
27726204,140.2788571,-0.228571429,13.35759524
27726471,618.7377143,-0.6,62.23435099
27727299,-355.5091429,-0.971428571,-2.200099001
27727923,3198.131429,10.68571429,43.01390955
27727976,1461.118,7.971428571,3.598311826
27727980,-39.362,-1.885714286,13.28200222
27728035,47.33085714,2.771428571,-7.799549125
27729240,3422.38,0.885714286,214.061469
27729446,59.28571429,0.914285714,-88.17498222
27729881,-117.7142857,-2.142857143,27.21870748
27730675,9.956285714,0.685714286,-1.716468913
27731574,16501.64114,50.28571429,21.69046745
27731684,-20143.27229,-3.885714286,-865.9713853
27731829,-904.6522857,-8.742857143,-0.255828072
27732213,27.61314286,0.971428571,0.381045989
27732282,-913.036,-0.6,-37.73269265
27732292,124.7374286,-0.228571429,32.05033111
27732519,-466.628,-5.028571429,8.994796195
27732524,-282.4694286,-0.657142857,-7.377718836
27732530,-750.952,-5.942857143,-1.891112847
27732531,-597.0602857,-1.857142857,-5.190294475
27732598,-33.18714286,-1.371428571,-0.558711485
27732717,-1305.510571,-11.6,-1.362454194
27732857,-184.0342857,-0.285714286,23.98343869
27733667,51.34257143,-0.028571429,5.214010431
27733727,72.814,0.314285714,5.449513114
27733915,-651.0025714,-3.428571429,-1.816399597
27733977,-102.7934286,-2.114285714,3.154559973
27733994,-105.3408571,-0.371428571,0.774556489
27734027,-427.1831429,-3.257142857,-3.722502783
27734550,-230.6505714,-1.942857143,-1.425125427
27738680,66.89485714,1.114285714,1.647396599
27738688,212.028,6.657142857,0.739100629
27738698,2.723428571,1.142857143,-4.438490543
27738717,-6.677142857,-0.171428571,0.387284694
27738898,-316.3102857,-1.142857143,-25.33325
27738901,47.63628571,-1.771428571,12.47068377
27738916,163.9662857,0.142857143,7.071355181
27738917,133.0454286,-2.142857143,20.20248606
27738920,106.7411429,-0.485714286,14.50633492
27738921,212.0468571,1.914285714,4.990306168
27738930,219.8754286,1.428571429,6.995554426
27738942,9.812857143,-0.028571429,1.098141043
27738945,519.7368571,-2.828571429,20.1492726
27738976,-88.42057143,-2.2,8.937204762
27738983,7.477714286,-0.4,0.364068141
27739060,1028.713714,-0.542857143,36.72312197
27742527,-1325.533429,-2.771428571,-15.66333668
27743387,-829.3277143,-4.4,-3.688926507
27743411,-109.5662857,-4.285714286,4.08390537
27745064,311.3922857,1.514285714,3.19506226
27746016,-610.7485714,-8.085714286,2.909933915
27746095,-414.0428571,-2.914285714,-3.05473147
27748784,-973.004,-7.257142857,-3.046009859
27748811,83.71428571,0.285714286,3.59746444
27749417,-3349.257143,0.228571429,-2012.857143
27749470,3328.116,18.68571429,-5.329082245
27752596,512.6808571,8.828571429,0.289137531
27753537,-889.9034286,-7.514285714,0.874117701
27753538,1220.678857,6.457142857,9.449737196
27755194,537.7782857,-1.028571429,5.710895007
27755217,-906.6271429,-9.314285714,0.63898054
27755229,-501.9982857,-1.257142857,-4.650866948
27755562,897.6877143,-2.571428571,29.92989878
27755636,-265.1368571,-2.171428571,2.769902521
27755675,-60.84057143,-2.771428571,5.922069805
27756920,-1640.029143,1.971428571,-187.4239073
27757454,-516.6537143,-3.571428571,-2.581907189
27757547,155.3097143,2.228571429,2.636298877
27757746,-385.2842857,-2.685714286,-1.42251356
27760701,-267.4608571,-4.914285714,4.559051867
27760718,1120.654571,1.085714286,36.89844422
27764253,-138.5954286,-6.171428571,6.209343527
27764308,-242.8268571,-3.542857143,-0.386406823
27768240,-3119.740286,-11.42857143,-26.65634142
27768559,439.6662857,3.685714286,-0.637794236
27768560,-8.975714286,1,-2.214426092
27768878,-1166.584571,-7.228571429,0.406358794
27768901,78.89342857,0.685714286,-0.450940541
27768991,-305.2614286,-1.885714286,-4.681750601
27769221,539.8777143,0.771428571,14.95767988
27769299,-142.1957143,1.085714286,-2.525970568
27769411,-312.0862857,-1.428571429,-4.720552102
27769457,-168.0045714,-1.028571429,-6.17012164
27769691,6.271142857,-0.457142857,6.591990476
27769793,93.714,0.8,-6.106946429
27771445,-342.0971429,0.457142857,-70.12140993
27813498,194.5925714,2.342857143,4.273873865
27816476,-62.536,-0.428571429,-2.754753932
27816570,185.0048571,-0.942857143,15.95931068
27839509,178.9354286,1.885714286,3.284615378
37789758,1233.508857,8.571428571,-14.47276439
37966781,103.1525714,2,-0.964083042
37966787,44.54028571,0.657142857,-2.103190081
37966788,91.30485714,0.571428571,3.808824329
37966797,-147.5385714,-2.057142857,0.414793089
37966798,55.06285714,-1.057142857,9.100047001
37966814,-39.25,-5.142857143,3.59285481
38961414,88.35085714,-1.085714286,18.24037179
38961653,111.654,1.028571429,-20.3887551
40431479,118.9428571,0.628571429,3.727149993
41688508,-6815.072857,-6.714285714,-55.47625755
41814476,-95.50228571,0.314285714,-0.412474603
41947547,565,1.371428571,11.22956455
47303498,605.4048571,2.142857143,16.85323486
47866514,203.7882857,9.085714286,0.322777993
47886329,-1107.698286,9.485714286,-7.086286569
47913342,633.8614286,1.142857143,-17.88612606
47991559,-99.13342857,-3.657142857,3.272906463
48044564,-24.73857143,-0.171428571,-2.204314357
48122512,821.7788571,3.2,7.960758577
48177564,-77.21114286,0.457142857,-1.595692196
48177574,5439.507714,2.8,226.0012612
48208491,-26.046,1.914285714,-71.62413853
48232334,11.474,0.571428571,-0.54484188
48232380,-37.02514286,-0.085714286,-0.604417799
48232381,233.9471429,5.685714286,0.460590531
48232382,573.1645714,7.342857143,7.006487837
48232383,20.47828571,-0.114285714,-0.320967888
48232386,-1013.636571,-5.142857143,-3.753178764
48269416,36.29285714,1.485714286,2.068421053
48345545,212.2011429,3.685714286,-1.248561965
48365337,11255.04771,2.8,77.48198862
48365613,-52.408,-0.457142857,1.061551536
48461566,30.46742857,1.114285714,0.453699372
48503555,65.25314286,-1.085714286,1.055389131
48543463,26.28142857,0.6,-0.796652381
48584548,39.57628571,-3.2,13.10376849
48747329,-47.61,0.571428571,-2.755656942
56320432,20.80114286,0.314285714,1.033389621
56366361,-13.7,-0.028571429,-1.928897392
56443400,227.8317143,1.314285714,4.436309225
56578354,-186.9774286,0.4,-29.80574874
56664507,-109.7477143,-1.49E-15,-3.138248429
56734461,12.87542857,-0.285714286,2.904992208
56734495,127.1685714,0.342857143,3.681864198
56879533,2038.294,0.657142857,92.83274549
56907379,-2943.787143,-0.857142857,-27.35379473
56978453,-1437.969429,-0.314285714,-8.487505299
56978545,-3713.516,-16.2,-21.7324228
56978564,-105.7342857,-3,2.274766681
56978693,1720.665429,-2.914285714,23.381327
56978887,-209.7957143,-1.085714286,-1.137322734
56978960,-497.9751429,-5.485714286,-0.747770257
56979003,1177.636286,-0.857142857,31.23014181
56979008,258.0691429,0.828571429,34.59161905
56979038,1047.181143,8.457142857,-0.843543543
56979046,-2982.345714,-24.22857143,6.171637882
56979048,-1388.048571,-12.2,3.023822482
56979051,-302.9191429,-0.742857143,-30.512772
56979120,263.2548571,3.257142857,-1.935777244
56979121,-538.1065714,-1.971428571,-7.75642105
56979130,-175.6214286,0.571428571,-2.914529547
57018378,119.0934286,0.485714286,2.179153489
57172464,90.59628571,-0.028571429,12.96571769
57636485,137.7962857,0.2,8.499214102
57730330,6.564285714,1.085714286,-2.246272086
57730374,-12495.61857,-6.142857143,-313.2411679
58063518,-1656.722286,-7.342857143,-0.710326093
58113372,-3558.165429,-6.857142857,-25.54659226
58345587,2835.836857,2.857142857,-122.211427
58485367,-97.21571429,-4.485714286,0.974867475
58638344,-618.2191429,-6.857142857,-2.98634314
58706340,-217.4588571,0.2,-18.15904129
58760365,223.8382857,0.6,9.551791748
58932437,-1038.898286,-8.142857143,-2.089043833
58932515,-186.4074286,0,-8.634777413
58955483,-263.8465714,-1.657142857,-6.626117363
59054524,-187.0968571,-1.857142857,-1.182568328
59094468,-540.0502857,-3.657142857,-29.04743328
59203400,145.804,-0.628571429,26.47614819
59203420,159.6451429,8.057142857,-2.483585681
59240338,2.662285714,-0.485714286,1.914061236
59240548,191.7948571,3.085714286,-5.433712406
59321456,656.8288571,2.085714286,21.86176866
59482505,-116.0022857,-2.142857143,0.110940746
59482506,-7.989428571,-0.257142857,0.225552013
59635469,96.48571429,0.2,6.624358974
59793564,148.8005714,0.314285714,18.38047941
59827528,-44.89142857,0.2,-1.145428272
59902372,65.17971429,1.028571429,1.558621892
59932435,32.15057143,-0.114285714,3.571921789
59932447,276.044,2.542857143,-5.030866911
60060384,-49805.80714,-85.45714286,-30.68112814
60126409,-6864.088286,-1.6,78.32343576
60157532,165.2671429,1.228571429,3.509514778
60187571,10348.04543,1.885714286,43.51838171
60327474,2.717142857,0.542857143,-1.291816108
60399356,39.96285714,0.942857143,1.070087415
60492496,-112.6922857,-2.085714286,3.487052721
60492497,55.16,1.514285714,-1.29715612
60492499,621.3888571,5.542857143,6.029042293
60492501,73.884,0.342857143,7.424649142
60492502,570.4517143,5.142857143,1.773830799
60492523,26.56742857,-1.2,6.688083673
60492524,184.3362857,-0.485714286,8.327077804
60550465,-137.1494286,0.485714286,-13.57379254
60601524,-1365.364286,-2.6,-27.8959652
60680349,10198.93743,0.085714286,145.266141
60718398,-1117.035714,-1.628571429,102.3215136
60718408,5576.170857,0.457142857,221.2623125
60915343,397.4702857,5,1.231902218
60943539,259.9011429,-1.171428571,15.86938241
61094344,10.05428571,1.971428571,-0.811081323
61193557,150.7571429,7.428571429,-1.854612549
61193558,-70.39685714,-1.857142857,-1.418742853
61226523,-424.1691429,-2.8,-6.097086052
61413458,-7902.247143,-6.571428571,-6.471525442
61451342,676.8174286,-2.485714286,4.376445304
61451344,1423.714571,0.028571429,82.63398034
61451378,-911.2282857,-7.114285714,2.303654434
61451390,-191.9857143,3.714285714,-5.807842747
61489465,136.4088571,1.742857143,7.421538928
61537439,-604.3342857,-1.457142857,-7.214358531
61818421,-131.0748571,-0.571428571,47.36829917
61818555,87.67371429,4.571428571,-1.139570899
62022445,391.9557143,-0.571428571,72.85701465
62022458,127.2685714,-0.228571429,8.202964002
62225530,3645.777714,1.885714286,-80.38381933
62255471,-38.99285714,-0.857142857,14.5717366
62255483,82.56971429,4.228571429,-2.397844406
